姓名,城市,科室,职称,主执业医院,出诊医院,专业特长,挂号费,出诊时间,信息来源网址
李洋,青岛新世纪妇儿医院：市,体表肿物美容专病门诊,副主任医师,,青岛新世纪妇儿医院,北京协和医学院全日制博士，山东省医师协会皮肤科分会优秀中青年医师，两届青岛市卫生系统优秀中青年人才。 兼任山东省医师协会激光分会委员、中国研究型医院皮肤病分会委员，曾就职于青岛市市立医院皮肤病诊疗中心，累计诊疗服务患者7万人次。 青岛市副高系统考试全青岛第三名 （1300人），发表高水平论文15篇，最高影响因子达19分。 皮肤诊疗：擅长皮肤科常见病、少见病以及部分疑难性皮肤病的诊治，痤疮疤痕的再生材料修复。能够独立完成体表肿物切除，良恶性肿物切除的皮瓣修复、植皮手术，以及疤痕疙瘩的超减张缝合和皮片移植、核切。 医疗美容：擅长各种注射，包括丰唇、隆鼻、韧带提升、肉毒注射、私密注射、水光、苹果肌悬,¥200,周一、周二、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1767063490492178
张小华,青岛新世纪妇儿医院：市,成人心血管内科,资深医师,,青岛新世纪妇儿医院,从事内科工作多年，对内科常见疾病具有丰富的诊疗经验。 能够熟练开展心电图工作的诊疗，熟练掌握危重症抢救。尤其擅长消化内科、心内科等常见疾病的诊断治疗。,¥200,周一、周二、周三、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1688970906771083
李冰馨,青岛新世纪妇儿医院：市,营养代谢门诊,副主任医师,,青岛新世纪妇儿医院,具有多年公立三甲医院工作经验，在国内外医学期刊发表论文十余篇，获市级自然科学优秀奖2次，获“青岛市健康教育技能标兵”称号。 擅长内科疾病诊疗，在内科常见疾病、老年慢性病管理、体重及代谢管理、成人健康保健、肿瘤综合支持治疗、安宁缓和医疗、心理指导等方面有独特见解。,¥400,周一、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1746775121298486
房立新,青岛新世纪妇儿医院：市,医疗美容科,副主任医师,,青岛新世纪妇儿医院,皮肤美容主诊医师，上校军衔，军队专业技术7级。原71799部队医院院长，兼任多届军地医疗卫生行业学术及协会职务。从事皮肤性病、烧烫伤修复临床专业研究三十余年，曾深入研习于海军军医大学、陆军总医院、济南军区皮肤病诊疗中心，获科技进步奖2项，发表核心期刊论文数篇。 擅长白癜风、银屑病及过敏性、真菌性、病毒性、免疫性皮肤性病、结缔组织病、各类型痤疮及烧烫伤的治疗，以及注射、光电、皮肤外科医美等专业。,¥0,周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1716812342211962
王彩霞,青岛新世纪妇儿医院：市,新生儿及小婴儿科-崂山诊所,主任医师,,青岛新世纪妇儿医院,主任医师，硕士生导师。美国德克萨斯州儿童医院访问学者。 从事儿科工作三十余年，拥有丰富的儿科常见疾病及危重症救治经验。 担任中国医师协会新生儿科医师分会预防保健专业委员会委员、山东省卫生人力资源管理协会新生儿分会副主任委员、山东省营养学会母婴营养管理专业委员会常务委员、山东省医学会变态反应学分会儿科学组委员、海峡两岸医药卫生交流协会新生儿学专委会委员、山东省医学会儿科学组委员、山东省医学会新生儿学组委员、山东省医师协会新生儿分会委员、山东省卫生保健协会儿童急危重症专家委员、青岛市儿科医疗质量控制中心副主任委员。 擅长新生儿疾病及保健，包括黄疸、早产、神经精神发育、营养及母乳喂养指导等。在儿童生,¥400,周二、周三、周四、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1758256067648217
刘玉欣,青岛新世纪妇儿医院：市,新生儿耳廓矫形门诊,主任医师,,青岛新世纪妇儿医院,岛城小儿耳鼻喉科开拓者，从事儿童耳鼻咽喉科30余年。分别在中华医学会耳鼻咽喉头颈外科学分会小儿学组、国家儿童医学中心耳鼻咽喉头颈外科联盟、国家儿科质控中心耳鼻咽喉头颈外科专委会、中国医师协会耳鼻咽喉科医师分会、中国康复医学会听力专业委员会、中国妇幼保健协会儿童耳及听力保健专业委员会、中国医促会听力学分会、山东省妇幼保健协会儿童耳鼻喉及听力保健专委会、山东省残疾人康复学会耳听专委会、山东省睡眠医师分会、 山东省变态反应学会、青岛市医学会耳鼻喉分会等多个学会任职。 对儿童耳鼻咽喉科疑难杂症、儿童听力言语疾病及睡眠呼吸障碍疾病的诊治有着丰富的临床经验。在山东省儿童医院率先开展儿童扁桃体腺样体低温等离,¥400,周二、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592891882772009
刁玉荃,青岛新世纪妇儿医院：市,内分泌门诊,主任医师,,青岛新世纪妇儿医院,主任医师，博士 1997年毕业于青岛大学医学院，2002年在青岛市市立医院完成住院医师规范化培训，2006年获得心血管专业硕士学位，2014年获得内分泌专业博士学位，2017年在加拿大完成北美家庭医生培训项目。  拥有二十多年的临床工作经验，长期从事综合健康管理工作，将循证医学理念贯彻到实际工作中，擅长多系统疾病的综合管理，在政府的多次重大医疗保障任务中承担医疗负责人职责，并在国内外多种医学期刊上发表过数篇学术论文。 熟练掌握急危重症的诊治措施，在心血管和内分泌方向有所特长，在动脉硬化、血脂代谢的生化基础和基因变异方面有所研究。,¥400,周一、周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1715835798064253
刁玉荃,青岛新世纪妇儿医院：市,糖尿病门诊,主任医师,,青岛新世纪妇儿医院,主任医师，博士 1997年毕业于青岛大学医学院，2002年在青岛市市立医院完成住院医师规范化培训，2006年获得心血管专业硕士学位，2014年获得内分泌专业博士学位，2017年在加拿大完成北美家庭医生培训项目。  拥有二十多年的临床工作经验，长期从事综合健康管理工作，将循证医学理念贯彻到实际工作中，擅长多系统疾病的综合管理，在政府的多次重大医疗保障任务中承担医疗负责人职责，并在国内外多种医学期刊上发表过数篇学术论文。 熟练掌握急危重症的诊治措施，在心血管和内分泌方向有所特长，在动脉硬化、血脂代谢的生化基础和基因变异方面有所研究。,¥400,周一、周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1715835798064253
陈波,青岛新世纪妇儿医院：市,新生儿耳廓矫形门诊,副主任医师,,青岛新世纪妇儿医院,从事耳鼻喉科工作二十余年，多次参与北京协和医院变态反应学科的培训和学习，出版1部专著及发表多篇期刊论文。 深入研究过敏性鼻炎、上气道咳嗽综合征等变应性疾病的有效治疗、预防，对儿童及成人鼻炎、鼻窦炎、腺样体肥大、扁桃体炎、鼾症、睡眠呼吸障碍、中耳炎、听力障碍等疾病诊疗积累了丰富的临床经验。,¥200,周一、周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1623744546605393
曾雪峰,青岛新世纪妇儿医院：市,新生儿耳廓矫形门诊,资深医师,,青岛新世纪妇儿医院,始终深耕耳鼻喉科临床一线工作，至今已有三十余年专业经验。始终秉持“以患者为中心”的理念，注重精准诊断与个性化治疗方案制定，致力于为患者提供专业、贴心的医疗服务，助力改善耳鼻喉健康状况。 专注于耳、鼻、喉常见疾病及疑难病症的诊断与治疗，熟练掌握各类常规及微创手术操作，在急慢性咽炎、鼻炎、中耳炎、听力障碍等病症的诊疗方面积累了丰富临床经验，尤其擅长儿童耳鼻咽喉常见、多发疾病的诊断和微创治疗工作。,¥200,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1648090113705103
黄晓玲,青岛新世纪妇儿医院：市,儿童发育行为门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
黄晓玲,青岛新世纪妇儿医院：市,儿童身高管理门诊,主任医师,,青岛新世纪妇儿医院,从事儿童保健工作三十余年，长期致力于儿童生长发育，发育行为及儿童营养性疾病诊治。 曾任中国妇幼保健协会第一届婴幼儿养育照护专业委员会常务委员、山东省预防医学会儿童保健分会生长发育专业委员会副主任委员、山东省妇幼保健协会第一届儿童早期发展专业委员会副主任委员、山东省医师协会第一、第二届青春期专业委员会常务委员、山东省心理卫生协会青少年心理卫生专业委员会委员、山东省医学会科学普及分会委员，山东省妇幼保健协会儿童保健分会副主任委员、山东省心理卫生协会儿童心理卫生专业委员会委员等多个职务。 擅长婴幼儿养育照护指导、主攻儿童生长发育性疾病（身高管理、骨龄深度解读，矮小、性早熟、肥胖），发育行为性疾病（智,¥400,周四、周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1762235623835511
赵耘,青岛新世纪妇儿医院：市,健康管理特色门诊,副主任医师,,青岛新世纪妇儿医院,副主任医师，儿童保健医师，国家二级心理咨询师。 首都保健营养美食学会婴幼儿辅食专业委员会副主任委员。 曾就职于北京市朝阳区妇幼保健院十余年，善于将心理保健与儿童保健结合，形成具有个人特色的诊疗方法，广受家长好评及欢迎，在当地家长中颇有口碑。 儿童健康体检、智能筛查、营养评估、喂养指导及早期教育等早期综合发展评估指导，以及儿童心理健康评估及干预，家庭心理咨询等，对孤独症的筛查及干预有一定的临床积累。,¥200,周二、周三、周四、周五、周六、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1581559880533785
刘玉欣,青岛新世纪妇儿医院：市,腺样体肥大筛查门诊,主任医师,,青岛新世纪妇儿医院,岛城小儿耳鼻喉科开拓者，从事儿童耳鼻咽喉科30余年。分别在中华医学会耳鼻咽喉头颈外科学分会小儿学组、国家儿童医学中心耳鼻咽喉头颈外科联盟、国家儿科质控中心耳鼻咽喉头颈外科专委会、中国医师协会耳鼻咽喉科医师分会、中国康复医学会听力专业委员会、中国妇幼保健协会儿童耳及听力保健专业委员会、中国医促会听力学分会、山东省妇幼保健协会儿童耳鼻喉及听力保健专委会、山东省残疾人康复学会耳听专委会、山东省睡眠医师分会、 山东省变态反应学会、青岛市医学会耳鼻喉分会等多个学会任职。 对儿童耳鼻咽喉科疑难杂症、儿童听力言语疾病及睡眠呼吸障碍疾病的诊治有着丰富的临床经验。在山东省儿童医院率先开展儿童扁桃体腺样体低温等离,¥400,周二、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1592891882772009
